2024-02-17 20:32:15,701 INFO    StreamThr :542905 [internal.py:wandb_internal():86] W&B internal server running at pid: 542905, started at: 2024-02-17 20:32:15.701313
2024-02-17 20:32:15,702 DEBUG   HandlerThread:542905 [handler.py:handle_request():146] handle_request: status
2024-02-17 20:32:15,703 INFO    WriterThread:542905 [datastore.py:open_for_write():87] open: /home/akshar/Projects/Fraud_Classification/wandb/run-20240217_203215-wkkkjyne/run-wkkkjyne.wandb
2024-02-17 20:32:15,704 DEBUG   SenderThread:542905 [sender.py:send():382] send: header
2024-02-17 20:32:15,706 DEBUG   SenderThread:542905 [sender.py:send():382] send: run
2024-02-17 20:32:16,473 INFO    SenderThread:542905 [dir_watcher.py:__init__():211] watching files in: /home/akshar/Projects/Fraud_Classification/wandb/run-20240217_203215-wkkkjyne/files
2024-02-17 20:32:16,473 INFO    SenderThread:542905 [sender.py:_start_run_threads():1136] run started: wkkkjyne with start time 1708182135.701123
2024-02-17 20:32:16,478 DEBUG   HandlerThread:542905 [handler.py:handle_request():146] handle_request: check_version
2024-02-17 20:32:16,479 DEBUG   SenderThread:542905 [sender.py:send_request():409] send_request: check_version
2024-02-17 20:32:21,480 DEBUG   HandlerThread:542905 [handler.py:handle_request():146] handle_request: status_report
2024-02-17 20:32:21,480 DEBUG   HandlerThread:542905 [handler.py:handle_request():146] handle_request: keepalive
2024-02-17 20:32:21,525 DEBUG   HandlerThread:542905 [handler.py:handle_request():146] handle_request: run_start
2024-02-17 20:32:21,533 DEBUG   HandlerThread:542905 [system_info.py:__init__():27] System info init
2024-02-17 20:32:21,533 DEBUG   HandlerThread:542905 [system_info.py:__init__():42] System info init done
2024-02-17 20:32:21,533 INFO    HandlerThread:542905 [system_monitor.py:start():194] Starting system monitor
2024-02-17 20:32:21,533 INFO    SystemMonitor:542905 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-02-17 20:32:21,533 INFO    HandlerThread:542905 [system_monitor.py:probe():214] Collecting system info
2024-02-17 20:32:21,533 INFO    SystemMonitor:542905 [interfaces.py:start():190] Started cpu monitoring
2024-02-17 20:32:21,534 INFO    SystemMonitor:542905 [interfaces.py:start():190] Started disk monitoring
2024-02-17 20:32:21,535 INFO    SystemMonitor:542905 [interfaces.py:start():190] Started gpu monitoring
2024-02-17 20:32:21,535 INFO    SystemMonitor:542905 [interfaces.py:start():190] Started memory monitoring
2024-02-17 20:32:21,536 INFO    SystemMonitor:542905 [interfaces.py:start():190] Started network monitoring
2024-02-17 20:32:21,546 DEBUG   HandlerThread:542905 [system_info.py:probe():151] Probing system
2024-02-17 20:32:21,548 DEBUG   HandlerThread:542905 [system_info.py:_probe_git():136] Probing git
2024-02-17 20:32:21,552 DEBUG   HandlerThread:542905 [system_info.py:_probe_git():144] Probing git done
2024-02-17 20:32:21,552 DEBUG   HandlerThread:542905 [system_info.py:probe():199] Probing system done
2024-02-17 20:32:21,552 DEBUG   HandlerThread:542905 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-18-generic-x86_64-with-glibc2.35', 'python': '3.10.13', 'heartbeatAt': '2024-02-17T15:02:21.546579', 'startedAt': '2024-02-17T15:02:15.697608', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/akshar/Projects/Fraud_Classification/train.py', 'codePathLocal': 'train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/aksharjoshii/Car-Insurance-Fraud-Detection-App.git', 'commit': '88349497de2ede5ebd8b897e0a4992e9f6f5ee31'}, 'email': 'joshiflink@gmail.com', 'root': '/home/akshar/Projects/Fraud_Classification', 'host': 'ideapad', 'username': 'akshar', 'executable': '/home/akshar/miniconda3/envs/pytorch/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2.8228124999999995, 'min': 400.0, 'max': 4463.0}, 'cpu_freq_per_core': [{'current': 3.983, 'min': 400.0, 'max': 4463.0}, {'current': 0.4, 'min': 400.0, 'max': 4463.0}, {'current': 3.61, 'min': 400.0, 'max': 4463.0}, {'current': 0.4, 'min': 400.0, 'max': 4463.0}, {'current': 3.127, 'min': 400.0, 'max': 4463.0}, {'current': 2.533, 'min': 400.0, 'max': 4463.0}, {'current': 4.399, 'min': 400.0, 'max': 4463.0}, {'current': 4.394, 'min': 400.0, 'max': 4463.0}, {'current': 3.512, 'min': 400.0, 'max': 4463.0}, {'current': 3.496, 'min': 400.0, 'max': 4463.0}, {'current': 3.512, 'min': 400.0, 'max': 4463.0}, {'current': 0.4, 'min': 400.0, 'max': 4463.0}, {'current': 3.978, 'min': 400.0, 'max': 4463.0}, {'current': 0.4, 'min': 400.0, 'max': 4463.0}, {'current': 4.02, 'min': 400.0, 'max': 4463.0}, {'current': 3.508, 'min': 400.0, 'max': 4463.0}], 'disk': {'/': {'total': 112.08584594726562, 'used': 17.246906280517578}}, 'gpu': 'NVIDIA GeForce RTX 3050 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3050 Laptop GPU', 'memory_total': 4294967296}], 'memory': {'total': 27.250850677490234}}
2024-02-17 20:32:21,552 INFO    HandlerThread:542905 [system_monitor.py:probe():224] Finished collecting system info
2024-02-17 20:32:21,552 INFO    HandlerThread:542905 [system_monitor.py:probe():227] Publishing system info
2024-02-17 20:32:21,552 DEBUG   HandlerThread:542905 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-02-17 20:32:22,475 INFO    Thread-13 :542905 [dir_watcher.py:_on_file_created():271] file/dir created: /home/akshar/Projects/Fraud_Classification/wandb/run-20240217_203215-wkkkjyne/files/conda-environment.yaml
2024-02-17 20:32:24,475 INFO    Thread-13 :542905 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/akshar/Projects/Fraud_Classification/wandb/run-20240217_203215-wkkkjyne/files/conda-environment.yaml
2024-02-17 20:32:24,494 DEBUG   HandlerThread:542905 [system_info.py:_save_conda():220] Saving conda packages done
2024-02-17 20:32:24,494 INFO    HandlerThread:542905 [system_monitor.py:probe():229] Finished publishing system info
2024-02-17 20:32:24,495 DEBUG   SenderThread:542905 [sender.py:send():382] send: files
2024-02-17 20:32:24,495 INFO    SenderThread:542905 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-02-17 20:32:24,498 DEBUG   HandlerThread:542905 [handler.py:handle_request():146] handle_request: python_packages
2024-02-17 20:32:24,498 DEBUG   SenderThread:542905 [sender.py:send_request():409] send_request: python_packages
2024-02-17 20:32:24,499 DEBUG   HandlerThread:542905 [handler.py:handle_request():146] handle_request: stop_status
2024-02-17 20:32:24,499 DEBUG   SenderThread:542905 [sender.py:send_request():409] send_request: stop_status
2024-02-17 20:32:24,500 DEBUG   HandlerThread:542905 [handler.py:handle_request():146] handle_request: internal_messages
2024-02-17 20:32:25,013 DEBUG   SenderThread:542905 [sender.py:send():382] send: telemetry
2024-02-17 20:32:25,476 INFO    Thread-13 :542905 [dir_watcher.py:_on_file_created():271] file/dir created: /home/akshar/Projects/Fraud_Classification/wandb/run-20240217_203215-wkkkjyne/files/output.log
2024-02-17 20:32:25,476 INFO    Thread-13 :542905 [dir_watcher.py:_on_file_created():271] file/dir created: /home/akshar/Projects/Fraud_Classification/wandb/run-20240217_203215-wkkkjyne/files/wandb-metadata.json
2024-02-17 20:32:25,476 INFO    Thread-13 :542905 [dir_watcher.py:_on_file_created():271] file/dir created: /home/akshar/Projects/Fraud_Classification/wandb/run-20240217_203215-wkkkjyne/files/requirements.txt
2024-02-17 20:32:27,015 DEBUG   HandlerThread:542905 [handler.py:handle_request():146] handle_request: status_report
2024-02-17 20:32:27,476 INFO    Thread-13 :542905 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/akshar/Projects/Fraud_Classification/wandb/run-20240217_203215-wkkkjyne/files/output.log
2024-02-17 20:32:30,615 INFO    wandb-upload_0:542905 [upload_job.py:push():131] Uploaded file /tmp/tmpfzlvx25owandb/m581o4yb-wandb-metadata.json
2024-02-17 20:32:32,015 DEBUG   HandlerThread:542905 [handler.py:handle_request():146] handle_request: status_report
2024-02-17 20:32:37,016 DEBUG   HandlerThread:542905 [handler.py:handle_request():146] handle_request: status_report
2024-02-17 20:32:39,499 DEBUG   HandlerThread:542905 [handler.py:handle_request():146] handle_request: stop_status
2024-02-17 20:32:39,500 DEBUG   HandlerThread:542905 [handler.py:handle_request():146] handle_request: internal_messages
2024-02-17 20:32:39,500 DEBUG   SenderThread:542905 [sender.py:send_request():409] send_request: stop_status
2024-02-17 20:32:42,850 DEBUG   HandlerThread:542905 [handler.py:handle_request():146] handle_request: status_report
2024-02-17 20:32:47,855 DEBUG   HandlerThread:542905 [handler.py:handle_request():146] handle_request: status_report
2024-02-17 20:32:48,483 INFO    Thread-13 :542905 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/akshar/Projects/Fraud_Classification/wandb/run-20240217_203215-wkkkjyne/files/config.yaml
2024-02-17 20:32:53,156 DEBUG   HandlerThread:542905 [handler.py:handle_request():146] handle_request: status_report
2024-02-17 20:32:54,499 DEBUG   HandlerThread:542905 [handler.py:handle_request():146] handle_request: stop_status
