2024-02-17 19:40:28,334 INFO    StreamThr :453594 [internal.py:wandb_internal():86] W&B internal server running at pid: 453594, started at: 2024-02-17 19:40:28.333615
2024-02-17 19:40:28,335 DEBUG   HandlerThread:453594 [handler.py:handle_request():146] handle_request: status
2024-02-17 19:40:28,336 INFO    WriterThread:453594 [datastore.py:open_for_write():87] open: /home/akshar/Projects/Fraud_Classification/wandb/run-20240217_194028-o9wg1331/run-o9wg1331.wandb
2024-02-17 19:40:28,337 DEBUG   SenderThread:453594 [sender.py:send():382] send: header
2024-02-17 19:40:28,339 DEBUG   SenderThread:453594 [sender.py:send():382] send: run
2024-02-17 19:40:29,226 INFO    SenderThread:453594 [dir_watcher.py:__init__():211] watching files in: /home/akshar/Projects/Fraud_Classification/wandb/run-20240217_194028-o9wg1331/files
2024-02-17 19:40:29,226 INFO    SenderThread:453594 [sender.py:_start_run_threads():1136] run started: o9wg1331 with start time 1708179028.333367
2024-02-17 19:40:29,231 DEBUG   HandlerThread:453594 [handler.py:handle_request():146] handle_request: check_version
2024-02-17 19:40:29,231 DEBUG   SenderThread:453594 [sender.py:send_request():409] send_request: check_version
2024-02-17 19:40:30,602 DEBUG   HandlerThread:453594 [handler.py:handle_request():146] handle_request: run_start
2024-02-17 19:40:30,611 DEBUG   HandlerThread:453594 [system_info.py:__init__():27] System info init
2024-02-17 19:40:30,612 DEBUG   HandlerThread:453594 [system_info.py:__init__():42] System info init done
2024-02-17 19:40:30,612 INFO    HandlerThread:453594 [system_monitor.py:start():194] Starting system monitor
2024-02-17 19:40:30,612 INFO    SystemMonitor:453594 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-02-17 19:40:30,612 INFO    HandlerThread:453594 [system_monitor.py:probe():214] Collecting system info
2024-02-17 19:40:30,613 INFO    SystemMonitor:453594 [interfaces.py:start():190] Started cpu monitoring
2024-02-17 19:40:30,613 INFO    SystemMonitor:453594 [interfaces.py:start():190] Started disk monitoring
2024-02-17 19:40:30,614 INFO    SystemMonitor:453594 [interfaces.py:start():190] Started gpu monitoring
2024-02-17 19:40:30,615 INFO    SystemMonitor:453594 [interfaces.py:start():190] Started memory monitoring
2024-02-17 19:40:30,615 INFO    SystemMonitor:453594 [interfaces.py:start():190] Started network monitoring
2024-02-17 19:40:30,625 DEBUG   HandlerThread:453594 [system_info.py:probe():151] Probing system
2024-02-17 19:40:30,627 DEBUG   HandlerThread:453594 [system_info.py:_probe_git():136] Probing git
2024-02-17 19:40:30,631 DEBUG   HandlerThread:453594 [system_info.py:_probe_git():144] Probing git done
2024-02-17 19:40:30,631 DEBUG   HandlerThread:453594 [system_info.py:probe():199] Probing system done
2024-02-17 19:40:30,631 DEBUG   HandlerThread:453594 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-18-generic-x86_64-with-glibc2.35', 'python': '3.10.13', 'heartbeatAt': '2024-02-17T14:10:30.625447', 'startedAt': '2024-02-17T14:10:28.329753', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/akshar/Projects/Fraud_Classification/train.py', 'codePathLocal': 'train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/aksharjoshii/Car-Insurance-Fraud-Detection-App.git', 'commit': '88349497de2ede5ebd8b897e0a4992e9f6f5ee31'}, 'email': 'joshiflink@gmail.com', 'root': '/home/akshar/Projects/Fraud_Classification', 'host': 'ideapad', 'username': 'akshar', 'executable': '/home/akshar/miniconda3/envs/pytorch/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2.3328124999999997, 'min': 400.0, 'max': 4463.0}, 'cpu_freq_per_core': [{'current': 2.828, 'min': 400.0, 'max': 4463.0}, {'current': 0.4, 'min': 400.0, 'max': 4463.0}, {'current': 0.4, 'min': 400.0, 'max': 4463.0}, {'current': 4.191, 'min': 400.0, 'max': 4463.0}, {'current': 0.4, 'min': 400.0, 'max': 4463.0}, {'current': 3.529, 'min': 400.0, 'max': 4463.0}, {'current': 0.4, 'min': 400.0, 'max': 4463.0}, {'current': 2.348, 'min': 400.0, 'max': 4463.0}, {'current': 4.419, 'min': 400.0, 'max': 4463.0}, {'current': 4.416, 'min': 400.0, 'max': 4463.0}, {'current': 2.314, 'min': 400.0, 'max': 4463.0}, {'current': 3.688, 'min': 400.0, 'max': 4463.0}, {'current': 3.955, 'min': 400.0, 'max': 4463.0}, {'current': 3.122, 'min': 400.0, 'max': 4463.0}, {'current': 4.095, 'min': 400.0, 'max': 4463.0}, {'current': 0.4, 'min': 400.0, 'max': 4463.0}], 'disk': {'/': {'total': 112.08584594726562, 'used': 17.238086700439453}}, 'gpu': 'NVIDIA GeForce RTX 3050 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3050 Laptop GPU', 'memory_total': 4294967296}], 'memory': {'total': 27.250850677490234}}
2024-02-17 19:40:30,631 INFO    HandlerThread:453594 [system_monitor.py:probe():224] Finished collecting system info
2024-02-17 19:40:30,631 INFO    HandlerThread:453594 [system_monitor.py:probe():227] Publishing system info
2024-02-17 19:40:30,631 DEBUG   HandlerThread:453594 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-02-17 19:40:31,227 INFO    Thread-13 :453594 [dir_watcher.py:_on_file_created():271] file/dir created: /home/akshar/Projects/Fraud_Classification/wandb/run-20240217_194028-o9wg1331/files/conda-environment.yaml
2024-02-17 19:40:33,449 DEBUG   HandlerThread:453594 [system_info.py:_save_conda():220] Saving conda packages done
2024-02-17 19:40:33,449 INFO    HandlerThread:453594 [system_monitor.py:probe():229] Finished publishing system info
2024-02-17 19:40:33,451 DEBUG   SenderThread:453594 [sender.py:send():382] send: files
2024-02-17 19:40:33,451 INFO    SenderThread:453594 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-02-17 19:40:33,451 DEBUG   HandlerThread:453594 [handler.py:handle_request():146] handle_request: status_report
2024-02-17 19:40:33,454 DEBUG   HandlerThread:453594 [handler.py:handle_request():146] handle_request: python_packages
2024-02-17 19:40:33,454 DEBUG   SenderThread:453594 [sender.py:send_request():409] send_request: python_packages
2024-02-17 19:40:33,455 DEBUG   HandlerThread:453594 [handler.py:handle_request():146] handle_request: stop_status
2024-02-17 19:40:33,455 DEBUG   HandlerThread:453594 [handler.py:handle_request():146] handle_request: internal_messages
2024-02-17 19:40:33,455 DEBUG   SenderThread:453594 [sender.py:send_request():409] send_request: stop_status
2024-02-17 19:40:34,227 INFO    Thread-13 :453594 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/akshar/Projects/Fraud_Classification/wandb/run-20240217_194028-o9wg1331/files/conda-environment.yaml
2024-02-17 19:40:34,227 INFO    Thread-13 :453594 [dir_watcher.py:_on_file_created():271] file/dir created: /home/akshar/Projects/Fraud_Classification/wandb/run-20240217_194028-o9wg1331/files/requirements.txt
2024-02-17 19:40:34,228 INFO    Thread-13 :453594 [dir_watcher.py:_on_file_created():271] file/dir created: /home/akshar/Projects/Fraud_Classification/wandb/run-20240217_194028-o9wg1331/files/wandb-metadata.json
2024-02-17 19:40:34,375 DEBUG   SenderThread:453594 [sender.py:send():382] send: telemetry
2024-02-17 19:40:35,015 INFO    wandb-upload_0:453594 [upload_job.py:push():131] Uploaded file /tmp/tmpg391z6elwandb/04qzd6vc-wandb-metadata.json
2024-02-17 19:40:35,228 INFO    Thread-13 :453594 [dir_watcher.py:_on_file_created():271] file/dir created: /home/akshar/Projects/Fraud_Classification/wandb/run-20240217_194028-o9wg1331/files/output.log
2024-02-17 19:40:37,229 INFO    Thread-13 :453594 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/akshar/Projects/Fraud_Classification/wandb/run-20240217_194028-o9wg1331/files/output.log
2024-02-17 19:40:39,377 DEBUG   HandlerThread:453594 [handler.py:handle_request():146] handle_request: status_report
2024-02-17 19:40:44,378 DEBUG   HandlerThread:453594 [handler.py:handle_request():146] handle_request: status_report
2024-02-17 19:40:48,456 DEBUG   HandlerThread:453594 [handler.py:handle_request():146] handle_request: stop_status
2024-02-17 19:40:48,456 DEBUG   HandlerThread:453594 [handler.py:handle_request():146] handle_request: internal_messages
2024-02-17 19:40:48,457 DEBUG   SenderThread:453594 [sender.py:send_request():409] send_request: stop_status
2024-02-17 19:40:49,802 DEBUG   HandlerThread:453594 [handler.py:handle_request():146] handle_request: status_report
2024-02-17 19:40:54,803 DEBUG   HandlerThread:453594 [handler.py:handle_request():146] handle_request: status_report
2024-02-17 19:40:59,808 DEBUG   HandlerThread:453594 [handler.py:handle_request():146] handle_request: status_report
