2024-02-16 16:42:37,581 INFO    StreamThr :138870 [internal.py:wandb_internal():86] W&B internal server running at pid: 138870, started at: 2024-02-16 16:42:37.581133
2024-02-16 16:42:37,582 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: status
2024-02-16 16:42:37,583 INFO    WriterThread:138870 [datastore.py:open_for_write():87] open: /home/akshar/Projects/Fraud_Classification/research/wandb/run-20240216_164231-25rjx2y1/run-25rjx2y1.wandb
2024-02-16 16:42:37,583 DEBUG   SenderThread:138870 [sender.py:send():382] send: header
2024-02-16 16:42:37,583 DEBUG   SenderThread:138870 [sender.py:send():382] send: run
2024-02-16 16:42:38,349 INFO    SenderThread:138870 [dir_watcher.py:__init__():211] watching files in: /home/akshar/Projects/Fraud_Classification/research/wandb/run-20240216_164231-25rjx2y1/files
2024-02-16 16:42:38,349 INFO    SenderThread:138870 [sender.py:_start_run_threads():1136] run started: 25rjx2y1 with start time 1708081956.849051
2024-02-16 16:42:38,358 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: check_version
2024-02-16 16:42:38,359 DEBUG   SenderThread:138870 [sender.py:send_request():409] send_request: check_version
2024-02-16 16:42:38,630 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: run_start
2024-02-16 16:42:38,630 DEBUG   HandlerThread:138870 [system_info.py:__init__():27] System info init
2024-02-16 16:42:38,630 DEBUG   HandlerThread:138870 [system_info.py:__init__():42] System info init done
2024-02-16 16:42:38,630 INFO    HandlerThread:138870 [system_monitor.py:start():194] Starting system monitor
2024-02-16 16:42:38,631 INFO    SystemMonitor:138870 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-02-16 16:42:38,631 INFO    HandlerThread:138870 [system_monitor.py:probe():214] Collecting system info
2024-02-16 16:42:38,631 INFO    SystemMonitor:138870 [interfaces.py:start():190] Started cpu monitoring
2024-02-16 16:42:38,632 INFO    SystemMonitor:138870 [interfaces.py:start():190] Started disk monitoring
2024-02-16 16:42:38,632 INFO    SystemMonitor:138870 [interfaces.py:start():190] Started gpu monitoring
2024-02-16 16:42:38,632 INFO    SystemMonitor:138870 [interfaces.py:start():190] Started memory monitoring
2024-02-16 16:42:38,633 INFO    SystemMonitor:138870 [interfaces.py:start():190] Started network monitoring
2024-02-16 16:42:38,640 DEBUG   HandlerThread:138870 [system_info.py:probe():151] Probing system
2024-02-16 16:42:38,641 DEBUG   HandlerThread:138870 [gitlib.py:_init_repo():56] git repository is invalid
2024-02-16 16:42:38,641 DEBUG   HandlerThread:138870 [system_info.py:probe():199] Probing system done
2024-02-16 16:42:38,641 DEBUG   HandlerThread:138870 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-17-generic-x86_64-with-glibc2.35', 'python': '3.10.13', 'heartbeatAt': '2024-02-16T11:12:38.640955', 'startedAt': '2024-02-16T11:12:31.149278', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '<python with no main file>', 'codePathLocal': None, 'host': 'ideapad', 'username': 'akshar', 'executable': '/home/akshar/miniconda3/envs/pytorch/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 4.3220625, 'min': 400.0, 'max': 4463.0}, 'cpu_freq_per_core': [{'current': 4.349, 'min': 400.0, 'max': 4463.0}, {'current': 4.347, 'min': 400.0, 'max': 4463.0}, {'current': 4.356, 'min': 400.0, 'max': 4463.0}, {'current': 4.355, 'min': 400.0, 'max': 4463.0}, {'current': 4.347, 'min': 400.0, 'max': 4463.0}, {'current': 4.342, 'min': 400.0, 'max': 4463.0}, {'current': 4.351, 'min': 400.0, 'max': 4463.0}, {'current': 4.35, 'min': 400.0, 'max': 4463.0}, {'current': 4.358, 'min': 400.0, 'max': 4463.0}, {'current': 4.349, 'min': 400.0, 'max': 4463.0}, {'current': 4.353, 'min': 400.0, 'max': 4463.0}, {'current': 4.358, 'min': 400.0, 'max': 4463.0}, {'current': 4.339, 'min': 400.0, 'max': 4463.0}, {'current': 4.344, 'min': 400.0, 'max': 4463.0}, {'current': 4.341, 'min': 400.0, 'max': 4463.0}, {'current': 4.343, 'min': 400.0, 'max': 4463.0}], 'disk': {'/': {'total': 112.08584594726562, 'used': 17.026565551757812}}, 'gpu': 'NVIDIA GeForce RTX 3050 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3050 Laptop GPU', 'memory_total': 4294967296}], 'memory': {'total': 27.250850677490234}}
2024-02-16 16:42:38,641 INFO    HandlerThread:138870 [system_monitor.py:probe():224] Finished collecting system info
2024-02-16 16:42:38,641 INFO    HandlerThread:138870 [system_monitor.py:probe():227] Publishing system info
2024-02-16 16:42:38,641 DEBUG   HandlerThread:138870 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-02-16 16:42:39,350 INFO    Thread-26 :138870 [dir_watcher.py:_on_file_created():271] file/dir created: /home/akshar/Projects/Fraud_Classification/research/wandb/run-20240216_164231-25rjx2y1/files/conda-environment.yaml
2024-02-16 16:42:41,843 DEBUG   HandlerThread:138870 [system_info.py:_save_conda():220] Saving conda packages done
2024-02-16 16:42:41,843 INFO    HandlerThread:138870 [system_monitor.py:probe():229] Finished publishing system info
2024-02-16 16:42:41,844 DEBUG   SenderThread:138870 [sender.py:send():382] send: files
2024-02-16 16:42:41,844 INFO    SenderThread:138870 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-02-16 16:42:41,851 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: python_packages
2024-02-16 16:42:41,851 DEBUG   SenderThread:138870 [sender.py:send_request():409] send_request: python_packages
2024-02-16 16:42:41,852 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: stop_status
2024-02-16 16:42:41,852 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: internal_messages
2024-02-16 16:42:41,853 DEBUG   SenderThread:138870 [sender.py:send_request():409] send_request: stop_status
2024-02-16 16:42:42,262 DEBUG   SenderThread:138870 [sender.py:send():382] send: telemetry
2024-02-16 16:42:42,351 INFO    Thread-26 :138870 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/akshar/Projects/Fraud_Classification/research/wandb/run-20240216_164231-25rjx2y1/files/conda-environment.yaml
2024-02-16 16:42:42,351 INFO    Thread-26 :138870 [dir_watcher.py:_on_file_created():271] file/dir created: /home/akshar/Projects/Fraud_Classification/research/wandb/run-20240216_164231-25rjx2y1/files/requirements.txt
2024-02-16 16:42:42,352 INFO    Thread-26 :138870 [dir_watcher.py:_on_file_created():271] file/dir created: /home/akshar/Projects/Fraud_Classification/research/wandb/run-20240216_164231-25rjx2y1/files/wandb-metadata.json
2024-02-16 16:42:42,937 INFO    wandb-upload_0:138870 [upload_job.py:push():131] Uploaded file /tmp/tmpe848ihh7wandb/2ngqycmt-wandb-metadata.json
2024-02-16 16:42:43,264 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: status_report
2024-02-16 16:42:48,265 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: status_report
2024-02-16 16:42:53,265 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: status_report
2024-02-16 16:42:56,854 DEBUG   HandlerThread:138870 [handler.py:handle_request():146] handle_request: stop_status
2024-02-16 16:42:56,855 DEBUG   SenderThread:138870 [sender.py:send_request():409] send_request: stop_status
